split_index,repeat,fold,checkpoint,best_joint_macro_f1,best_loss,best_class_acc,best_azimuth_acc,best_mean_acc
1,1,1,cv_runs\smoke_staged\checkpoints\repeat1_fold1.pt,0.008333333333333333,5.30443302154541,0.15,0.035,0.0925
