true_sound_class,true_azimuth,samples,class_acc,joint_at_5,joint_at_10,joint_at_20,mean_azimuth_abs_error
knock,20,12,0.75,0.75,0.75,0.75,2.5
knock,25,12,0.75,0.5833333333333334,0.6666666666666666,0.75,2.9166666666666665
running_water,-45,12,0.75,0.6666666666666666,0.75,0.75,3.75
running_water,20,12,0.75,0.75,0.75,0.75,2.9166666666666665
running_water,25,12,0.75,0.6666666666666666,0.75,0.75,1.6666666666666667
running_water,40,12,0.75,0.75,0.75,0.75,2.9166666666666665
running_water,65,12,0.75,0.5,0.75,0.75,3.3333333333333335
speech,-40,12,0.75,0.75,0.75,0.75,2.9166666666666665
speech,10,12,0.75,0.75,0.75,0.75,2.9166666666666665
speech,65,12,0.75,0.5833333333333334,0.75,0.75,1.6666666666666667
typing,-55,12,0.75,0.5833333333333334,0.75,0.75,1.6666666666666667
typing,-10,12,0.75,0.75,0.75,0.75,3.3333333333333335
typing,-5,12,0.75,0.75,0.75,0.75,1.6666666666666667
typing,5,12,0.8333333333333334,0.75,0.75,0.75,8.333333333333334
typing,20,12,0.75,0.75,0.75,0.75,2.0833333333333335
typing,25,12,0.75,0.6666666666666666,0.75,0.75,5.0
typing,35,12,0.75,0.5833333333333334,0.75,0.75,3.75
dog_bark,-65,12,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.8333333333333334,3.3333333333333335
dog_bark,-55,12,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334,1.6666666666666667
dog_bark,0,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.4166666666666667
dog_bark,10,12,0.8333333333333334,0.75,0.8333333333333334,0.8333333333333334,5.0
dog_bark,15,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,2.9166666666666665
dog_bark,20,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.6666666666666667
dog_bark,25,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.25
dog_bark,80,12,0.9166666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,7.083333333333333
engine,-80,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0
engine,-35,12,0.8333333333333334,0.6666666666666666,0.75,0.8333333333333334,5.0
engine,10,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,2.5
engine,15,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,2.9166666666666665
engine,25,12,0.8333333333333334,0.75,0.8333333333333334,0.8333333333333334,2.5
knock,-40,12,0.8333333333333334,0.75,0.75,0.8333333333333334,4.166666666666667
knock,-20,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.6666666666666667
knock,-15,12,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,5.0
knock,0,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.6666666666666667
knock,5,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,4.583333333333333
knock,40,12,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.8333333333333334,5.416666666666667
running_water,-80,12,0.8333333333333334,0.75,0.75,0.8333333333333334,1.25
running_water,-55,12,0.8333333333333334,0.75,0.8333333333333334,0.8333333333333334,1.6666666666666667
running_water,-20,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.25
running_water,-15,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,2.9166666666666665
running_water,0,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,2.5
running_water,5,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,2.5
running_water,35,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,2.0833333333333335
running_water,55,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0
speech,-25,12,0.8333333333333334,0.75,0.8333333333333334,0.8333333333333334,3.75
typing,-80,12,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.8333333333333334,2.5
typing,-40,12,0.8333333333333334,0.75,0.8333333333333334,0.8333333333333334,2.5
typing,-30,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,3.3333333333333335
typing,-25,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.6666666666666667
typing,30,12,0.9166666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,8.333333333333334
