true_sound_class,true_azimuth,samples,class_acc,joint_at_5,joint_at_10,joint_at_20,mean_azimuth_abs_error
footsteps,65,12,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,3.75
alarm,80,12,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,16.25
footsteps,-35,12,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,10.416666666666666
footsteps,0,12,0.25,0.25,0.25,0.25,2.5
footsteps,45,12,0.25,0.25,0.25,0.25,2.5
speech,-15,12,0.25,0.25,0.25,0.25,11.666666666666666
alarm,-40,12,0.5833333333333334,0.25,0.25,0.3333333333333333,19.166666666666668
alarm,10,12,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,9.166666666666666
footsteps,-80,12,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.583333333333333
footsteps,30,12,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.75
footsteps,80,12,0.3333333333333333,0.25,0.25,0.3333333333333333,1.25
alarm,-30,12,0.6666666666666666,0.25,0.4166666666666667,0.4166666666666667,12.083333333333334
alarm,40,12,0.6666666666666666,0.3333333333333333,0.4166666666666667,0.4166666666666667,13.75
footsteps,-55,12,0.4166666666666667,0.25,0.4166666666666667,0.4166666666666667,10.416666666666666
footsteps,-20,12,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,2.0833333333333335
footsteps,-15,12,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,2.9166666666666665
footsteps,-10,12,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,2.9166666666666665
running_water,15,12,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,3.75
speech,-10,12,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,3.3333333333333335
alarm,-80,12,0.6666666666666666,0.5,0.5,0.5,23.75
alarm,-65,12,0.6666666666666666,0.3333333333333333,0.5,0.5,19.166666666666668
alarm,-15,12,0.5833333333333334,0.5,0.5,0.5,10.416666666666666
alarm,-5,12,0.5,0.5,0.5,0.5,2.0833333333333335
alarm,15,12,0.5833333333333334,0.25,0.5,0.5,10.416666666666666
dog_bark,30,12,0.5,0.4166666666666667,0.5,0.5,1.6666666666666667
footsteps,-65,12,0.5,0.3333333333333333,0.4166666666666667,0.5,2.0833333333333335
footsteps,-45,12,0.5,0.5,0.5,0.5,4.166666666666667
footsteps,15,12,0.5,0.5,0.5,0.5,2.9166666666666665
footsteps,55,12,0.5,0.3333333333333333,0.5,0.5,2.5
knock,-80,12,0.5,0.4166666666666667,0.4166666666666667,0.5,15.0
speech,-45,12,0.5,0.5,0.5,0.5,1.6666666666666667
speech,5,12,0.5833333333333334,0.5,0.5,0.5,7.5
speech,80,12,0.5,0.5,0.5,0.5,1.25
alarm,-55,12,0.75,0.4166666666666667,0.5833333333333334,0.5833333333333334,14.583333333333334
alarm,-25,12,0.75,0.5,0.5833333333333334,0.5833333333333334,13.75
alarm,-20,12,0.5833333333333334,0.5,0.5,0.5833333333333334,3.3333333333333335
alarm,0,12,0.75,0.4166666666666667,0.4166666666666667,0.5833333333333334,10.833333333333334
alarm,5,12,0.75,0.25,0.5,0.5833333333333334,15.833333333333334
alarm,30,12,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.5833333333333334,10.833333333333334
alarm,35,12,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,2.5
alarm,55,12,0.5833333333333334,0.3333333333333333,0.5,0.5833333333333334,3.75
dog_bark,-20,12,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,2.5
dog_bark,-15,12,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,3.75
engine,-55,12,0.75,0.4166666666666667,0.5833333333333334,0.5833333333333334,13.333333333333334
engine,-20,12,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,1.6666666666666667
engine,35,12,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,2.9166666666666665
engine,55,12,0.5833333333333334,0.4166666666666667,0.5833333333333334,0.5833333333333334,2.5
footsteps,-40,12,0.5833333333333334,0.5,0.5833333333333334,0.5833333333333334,4.166666666666667
footsteps,-30,12,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,4.166666666666667
footsteps,5,12,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,1.6666666666666667
footsteps,10,12,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,2.5
footsteps,20,12,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,2.9166666666666665
knock,-65,12,0.5833333333333334,0.16666666666666666,0.5,0.5833333333333334,7.083333333333333
knock,30,12,0.5833333333333334,0.5,0.5,0.5833333333333334,3.3333333333333335
knock,55,12,0.5833333333333334,0.4166666666666667,0.5,0.5833333333333334,5.0
running_water,80,12,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,1.25
speech,-35,12,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,4.166666666666667
speech,-30,12,0.5833333333333334,0.4166666666666667,0.5833333333333334,0.5833333333333334,6.25
speech,0,12,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.8333333333333334
speech,20,12,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,3.3333333333333335
speech,30,12,0.5833333333333334,0.4166666666666667,0.5833333333333334,0.5833333333333334,3.75
speech,35,12,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.5833333333333334,5.416666666666667
speech,45,12,0.5833333333333334,0.5,0.5833333333333334,0.5833333333333334,1.6666666666666667
typing,-20,12,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,2.5
alarm,-45,12,0.6666666666666666,0.5,0.5833333333333334,0.6666666666666666,4.166666666666667
alarm,-35,12,0.8333333333333334,0.5833333333333334,0.5833333333333334,0.6666666666666666,12.916666666666666
alarm,-10,12,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6666666666666666,4.166666666666667
alarm,20,12,0.75,0.4166666666666667,0.5,0.6666666666666666,9.583333333333334
alarm,25,12,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.6666666666666666,9.583333333333334
alarm,45,12,0.75,0.4166666666666667,0.6666666666666666,0.6666666666666666,8.333333333333334
dog_bark,-30,12,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,2.9166666666666665
dog_bark,-25,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0833333333333335
dog_bark,-5,12,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6666666666666666,4.166666666666667
dog_bark,45,12,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,2.9166666666666665
dog_bark,55,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
engine,-45,12,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6666666666666666,2.5
engine,-40,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.3333333333333335
engine,-10,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0833333333333335
engine,0,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.25
engine,5,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334
engine,20,12,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6666666666666666,2.5
engine,40,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667
engine,65,12,0.6666666666666666,0.4166666666666667,0.4166666666666667,0.6666666666666666,3.75
footsteps,-25,12,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6666666666666666,3.3333333333333335
footsteps,-5,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4166666666666667
footsteps,35,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.25
footsteps,40,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.75
knock,-25,12,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,6.666666666666667
knock,35,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0833333333333335
knock,65,12,0.75,0.5833333333333334,0.6666666666666666,0.6666666666666666,5.0
running_water,-40,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.9166666666666665
running_water,-35,12,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6666666666666666,2.5
running_water,-25,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.5
running_water,-10,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.5
running_water,-5,12,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6666666666666666,3.3333333333333335
running_water,30,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.5
running_water,45,12,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6666666666666666,3.75
speech,-80,12,0.75,0.5833333333333334,0.5833333333333334,0.6666666666666666,4.166666666666667
speech,-65,12,0.6666666666666666,0.5,0.5,0.6666666666666666,3.75
speech,-55,12,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6666666666666666,1.6666666666666667
speech,-20,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,8.333333333333334
speech,-5,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.25
speech,15,12,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6666666666666666,2.0833333333333335
speech,25,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0833333333333335
speech,40,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.9166666666666665
speech,55,12,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,2.5
typing,-35,12,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6666666666666666,3.3333333333333335
typing,40,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667
typing,45,12,0.6666666666666666,0.5,0.5833333333333334,0.6666666666666666,3.3333333333333335
alarm,65,12,0.75,0.4166666666666667,0.5833333333333334,0.75,4.583333333333333
dog_bark,-45,12,0.75,0.6666666666666666,0.75,0.75,2.9166666666666665
dog_bark,-40,12,0.75,0.6666666666666666,0.6666666666666666,0.75,4.166666666666667
dog_bark,-35,12,0.75,0.6666666666666666,0.75,0.75,4.166666666666667
dog_bark,35,12,0.75,0.75,0.75,0.75,3.75
dog_bark,65,12,0.75,0.75,0.75,0.75,2.0833333333333335
engine,-65,12,0.8333333333333334,0.4166666666666667,0.5833333333333334,0.75,12.083333333333334
engine,-30,12,0.75,0.75,0.75,0.75,2.0833333333333335
engine,-25,12,0.75,0.75,0.75,0.75,0.8333333333333334
engine,-15,12,0.75,0.6666666666666666,0.75,0.75,3.3333333333333335
engine,-5,12,0.75,0.75,0.75,0.75,2.9166666666666665
engine,30,12,0.75,0.75,0.75,0.75,2.0833333333333335
engine,45,12,0.75,0.6666666666666666,0.75,0.75,2.0833333333333335
engine,80,12,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.75,10.0
footsteps,25,12,0.75,0.75,0.75,0.75,2.5
knock,-35,12,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.75,7.083333333333333
knock,-30,12,0.75,0.6666666666666666,0.75,0.75,2.0833333333333335
knock,-10,12,0.8333333333333334,0.6666666666666666,0.75,0.75,5.833333333333333
